code,time,mkt,code,K,S,T,CorP,date,rf,IV,sabr,delta,diff,signal,position
510050C2109M03800,2021-05-07 10:00:00,0.0525,510050C2109M03800,3.8,3.457335905,0.3809523809523809,1,2021-05-07,0.02,0.18421886648584218,0.22461369580954882,0.23969574429651253,-0.04039482932370664,1,0.20945476242018954
510050C2109M04200,2021-05-07 10:00:00,0.0167,510050C2109M04200,4.2,3.457335905,0.3809523809523809,1,2021-05-07,0.02,0.210922795735905,0.28228310445203175,0.08517503945501698,-0.07136030871612675,1,0.5894381205572701
510050C2109M03700,2021-05-07 10:00:00,0.0733,510050C2109M03700,3.7,3.457335905,0.3809523809523809,1,2021-05-07,0.02,0.18009243973270336,0.20949278145576106,0.3134321633844188,-0.029400341723057694,1,0.16017952539599617
510050P2105M03100,2021-05-07 10:00:00,0.0011,510050P2105M03100,3.1,3.457335905,0.05555555555555555,0,2021-05-07,0.02,0.22234523208285117,0.16939863230644733,-0.016622791067287146,0.05294659977640384,-1,0.0
510050P2109M04200,2021-05-07 10:00:00,0.7745,510050P2109M04200,4.2,3.457335905,0.3809523809523809,0,2021-05-07,0.02,0.3112166301475169,0.28228310445203175,-0.8098387691977766,0.02893352569548513,-1,0.0
510050C2105M03700,2021-05-07 10:00:00,0.0041,510050C2105M03700,3.7,3.457335905,0.05555555555555555,1,2021-05-07,0.02,0.18342876269048405,0.19923562127720773,0.06404584392337047,-0.015806858586723677,0,0.0
510050C2105M03000,2021-05-07 10:00:00,0.457,510050C2105M03000,3.0,3.457335905,0.05555555555555555,1,2021-05-07,0.02,0.19263267293345857,0.18092979862166553,0.9992434111925792,0.011702874311793038,0,0.0
510050P2112A03100,2021-05-07 10:00:00,0.0828,510050P2112A03100,3.1,3.457335905,0.6190476190476191,0,2021-05-07,0.02,0.22344098738762685,0.19403946111823947,-0.21802283229675523,0.029401526269387385,-1,0.0
510050C2112A03400,2021-05-07 10:00:00,0.2246,510050C2112A03400,3.4,3.457335905,0.6190476190476191,1,2021-05-07,0.02,0.15946096985309566,0.18005097109886806,0.6158895109681808,-0.0205900012457724,1,0.08151691866911878
510050C2106M04400,2021-05-07 10:00:00,0.002,510050C2106M04400,4.4,3.457335905,0.13095238095238096,1,2021-05-07,0.02,0.2983252090961716,0.29528699446877993,0.01557554832608935,0.0030382146273916777,0,0.0
510050C2105M03800,2021-05-07 10:00:00,0.0018,510050C2105M03800,3.8,3.457335905,0.05555555555555555,1,2021-05-07,0.02,0.20546072710318108,0.21344083618977083,0.02843768514612769,-0.007980109086589748,0,0.0
510050P2105M03000,2021-05-07 10:00:00,0.0009,510050P2105M03000,3.0,3.457335905,0.05555555555555555,0,2021-05-07,0.02,0.2710363620884378,0.18092979862166553,-0.011593677774651034,0.09010656346677226,-1,0.0
510050C2109M04100,2021-05-07 10:00:00,0.021,510050C2109M04100,4.1,3.457335905,0.3809523809523809,1,2021-05-07,0.02,0.20205944806409645,0.26855607768445816,0.10682524296198437,-0.06649662962036171,1,0.4699770745442911
510050C2109M04400,2021-05-07 10:00:00,0.0111,510050C2109M04400,4.4,3.457335905,0.3809523809523809,1,2021-05-07,0.02,0.2283410692135127,0.30825600359932404,0.05634339641638086,-0.07991493438581135,1,0.8910612133449626
510050P2109M03700,2021-05-07 10:00:00,0.3374,510050P2109M03700,3.7,3.457335905,0.3809523809523809,0,2021-05-07,0.02,0.24314032730341462,0.20949278145576106,-0.6278694433708742,0.03364754584765356,-1,0.0
510050P2109M03100,2021-05-07 10:00:00,0.0442,510050P2109M03100,3.1,3.457335905,0.3809523809523809,0,2021-05-07,0.02,0.21341732988283924,0.18348758525870773,-0.17056853593330334,0.029929744624131505,-1,0.0
510050P2112A03800,2021-05-07 10:00:00,0.4663,510050P2112A03800,3.8,3.457335905,0.6190476190476191,0,2021-05-07,0.02,0.2613228398327836,0.23242788452387173,-0.6166164195959984,0.028894955308911868,-1,0.0
510050P2109M03600,2021-05-07 10:00:00,0.2623,510050P2109M03600,3.6,3.457335905,0.3809523809523809,0,2021-05-07,0.02,0.2305337971971574,0.1948730186229949,-0.5633581909894623,0.0356607785741625,-1,0.0
510050P2106M04200,2021-05-07 10:00:00,0.7583,510050P2106M04200,4.2,3.457335905,0.13095238095238096,0,2021-05-07,0.02,0.4126277079961276,0.2707206514035624,-0.8870442858385159,0.1419070565925652,-1,0.0
510050C2105M03600,2021-05-07 10:00:00,0.0134,510050C2105M03600,3.6,3.457335905,0.05555555555555555,1,2021-05-07,0.02,0.1758038717686726,0.18533257989159507,0.17662865794200938,-0.009528708122922475,0,0.0
510050P2112A03600,2021-05-07 10:00:00,0.3205,510050P2112A03600,3.6,3.457335905,0.6190476190476191,0,2021-05-07,0.02,0.24429614902687238,0.2015864238787484,-0.51987960605885,0.04270972514812399,-1,0.0
510050C2112A03500,2021-05-07 10:00:00,0.1828,510050C2112A03500,3.5,3.457335905,0.6190476190476191,1,2021-05-07,0.02,0.16839425314280487,0.18860089747643885,0.5267584206466069,-0.020206644333633977,1,0.09531013308364078
510050P2109M03200,2021-05-07 10:00:00,0.0684,510050P2109M03200,3.2,3.457335905,0.3809523809523809,0,2021-05-07,0.02,0.21357665794777445,0.17407275702415553,-0.2387080404380234,0.03950390092361891,-1,0.0
510050P2105M03300,2021-05-07 10:00:00,0.0087,510050P2105M03300,3.3,3.457335905,0.05555555555555555,0,2021-05-07,0.02,0.17597528819574698,0.15906349669803402,-0.12091234443546783,0.016911791497712964,0,0.0
510050P2105M04000,2021-05-07 10:00:00,0.5499,510050P2105M04000,4.0,3.457335905,0.05555555555555555,0,2021-05-07,0.02,0.4193641042827239,0.24116680485924705,-0.9213677947128683,0.17819729942347687,-1,0.0
510050C2109M03600,2021-05-07 10:00:00,0.1006,510050C2109M03600,3.6,3.457335905,0.3809523809523809,1,2021-05-07,0.02,0.17494301000732113,0.1948730186229949,0.4013200025754011,-0.01993000861567376,0,0.0
510050P2105M03500,2021-05-07 10:00:00,0.0786,510050P2105M03500,3.5,3.457335905,0.05555555555555555,0,2021-05-07,0.02,0.1747637991041543,0.17271117932678975,-0.5987727773538933,0.0020526197773645394,0,0.0
510050P2109M03000,2021-05-07 10:00:00,0.0274,510050P2109M03000,3.0,3.457335905,0.3809523809523809,0,2021-05-07,0.02,0.21435603388148755,0.19638263696127334,-0.11581540592892181,0.017973396920214213,0,0.0
510050C2106M04200,2021-05-07 10:00:00,0.0026,510050C2106M04200,4.2,3.457335905,0.13095238095238096,1,2021-05-07,0.02,0.25815121244545647,0.2707206514035624,0.022310152428908804,-0.012569438958105916,0,0.0
510050P2106M04100,2021-05-07 10:00:00,0.6577,510050P2106M04100,4.1,3.457335905,0.13095238095238096,0,2021-05-07,0.02,0.3721382372891738,0.25773374813693534,-0.8808447971048895,0.11440448915223844,-1,0.0
510050P2105M03600,2021-05-07 10:00:00,0.1549,510050P2105M03600,3.6,3.457335905,0.05555555555555555,0,2021-05-07,0.02,0.18880357660080677,0.18533257989159507,-0.8054953881992428,0.0034709967092116933,0,0.0
510050P2105M03700,2021-05-07 10:00:00,0.2453,510050P2105M03700,3.7,3.457335905,0.05555555555555555,0,2021-05-07,0.02,0.20608659577048252,0.19923562127720773,-0.9113838711100664,0.006850974493274792,0,0.0
510050C2109M04300,2021-05-07 10:00:00,0.0132,510050C2109M04300,4.3,3.457335905,0.3809523809523809,1,2021-05-07,0.02,0.2185931692277371,0.2955115631726916,0.06775486811954284,-0.0769183939449545,1,0.7409860954371125
510050C2112A03200,2021-05-07 10:00:00,0.3329,510050C2112A03200,3.2,3.457335905,0.6190476190476191,1,2021-05-07,0.02,0.13116050075220137,0.18351048279761337,0.8214981162237582,-0.052349982045412,1,0.06111446171725813
510050C2112A03700,2021-05-07 10:00:00,0.1162,510050C2112A03700,3.7,3.457335905,0.6190476190476191,1,2021-05-07,0.02,0.17889839663208282,0.21666626369118366,0.3731243649811477,-0.037767867059100846,1,0.13455410551196031
510050C2109M03900,2021-05-07 10:00:00,0.0385,510050C2109M03900,3.9,3.457335905,0.3809523809523809,1,2021-05-07,0.02,0.1902931992425576,0.23964823184248102,0.18348210223768013,-0.04935503259992341,1,0.27362568099269513
510050P2109M04400,2021-05-07 10:00:00,0.9749,510050P2109M04400,4.4,3.457335905,0.3809523809523809,0,2021-05-07,0.02,0.36119787244360574,0.30825600359932404,-0.8253272035590753,0.0529418688442817,-1,0.0
510050P2105M03400,2021-05-07 10:00:00,0.0292,510050P2105M03400,3.4,3.457335905,0.05555555555555555,0,2021-05-07,0.02,0.16878080462721753,0.16317947904702224,-0.31982648094484745,0.005601325580195299,0,0.0
510050C2112A03600,2021-05-07 10:00:00,0.1452,510050C2112A03600,3.6,3.457335905,0.6190476190476191,1,2021-05-07,0.02,0.17309120991465216,0.2015864238787484,0.44515736313536486,-0.02849521396409624,1,0.11278127541493663
510050C2112A03900,2021-05-07 10:00:00,0.0701,510050C2112A03900,3.9,3.457335905,0.6190476190476191,1,2021-05-07,0.02,0.18458853352734356,0.24817470161914143,0.2508926857479199,-0.06358616809179787,1,0.2001071295685342
510050C2109M03600,2021-05-07 10:30:00,0.1,510050C2109M03600,3.6,3.453146129,0.37698412698412703,1,2021-05-07,0.02,0.1772962920286145,0.2007719498181691,0.39785626713199196,-0.0234756577895546,1,11.022006931026525
510050C2106M04300,2021-05-07 10:30:00,0.0025,510050C2106M04300,4.3,3.453146129,0.12698412698412698,1,2021-05-07,0.02,0.28857413685969296,0.2885580891009947,0.019854806420323917,1.6047758698289893e-05,0,0.0
510050P2109M03700,2021-05-07 10:30:00,0.3369,510050P2109M03700,3.7,3.453146129,0.37698412698412703,0,2021-05-07,0.02,0.2402381486266088,0.2153427973082859,-0.6342896682878387,0.024895351318322906,-1,0.0
510050P2105M03400,2021-05-07 10:30:00,0.0311,510050P2105M03400,3.4,3.453146129,0.051587301587301584,0,2021-05-07,0.02,0.17671081448389173,0.16847809430989868,-0.3327916449574161,0.008232720173993041,0,0.0
510050C2109M04400,2021-05-07 10:30:00,0.0109,510050C2109M04400,4.4,3.453146129,0.37698412698412703,1,2021-05-07,0.02,0.22974350243170688,0.31390685524279943,0.05548388318492767,-0.08416335281109255,1,79.0351050099608
510050P2106M04100,2021-05-07 10:30:00,0.6577,510050P2106M04100,4.1,3.453146129,0.12698412698412698,0,2021-05-07,0.02,0.36081577648620866,0.2630794242351792,-0.8945993589747905,0.09773635225102945,-1,0.0
510050P2109M04100,2021-05-07 10:30:00,0.7051,510050P2109M04100,4.1,3.453146129,0.37698412698412703,0,2021-05-07,0.02,0.329461925532517,0.2742284410425047,-0.7612679056414661,0.05523348449001231,-1,0.0
510050P2109M04000,2021-05-07 10:30:00,0.59,510050P2109M04000,4.0,3.453146129,0.37698412698412703,0,2021-05-07,0.02,0.2774486922054228,0.260029983814926,-0.7683856179881147,0.017418708390496807,0,0.0
510050C2112A03600,2021-05-07 10:30:00,0.1435,510050C2112A03600,3.6,3.453146129,0.6150793650793651,1,2021-05-07,0.02,0.17389884118201612,0.207795726655365,0.4415721493130579,-0.033896885473348876,1,9.93082226925556
510050C2109M03200,2021-05-07 10:30:00,0.3066,510050C2109M03200,3.2,3.453146129,0.37698412698412703,1,2021-05-07,0.02,0.14865624066435,0.17851682595598578,0.8320713080593949,-0.029860585291635794,1,5.270190777408868
510050C2112A03000,2021-05-07 10:30:00,0.4775,510050C2112A03000,3.0,3.453146129,0.6150793650793651,1,2021-05-07,0.02,,0.21163182738403122,,,0,0.0
510050C2105M03700,2021-05-07 10:30:00,0.0038,510050C2105M03700,3.7,3.453146129,0.051587301587301584,1,2021-05-07,0.02,0.1901114634457023,0.2046492564403032,0.06014242485284597,-0.014537792994600923,0,0.0
510050C2112A03500,2021-05-07 10:30:00,0.1815,510050C2112A03500,3.5,3.453146129,0.6150793650793651,1,2021-05-07,0.02,0.16988999669184499,0.19474913491653947,0.5230445480131499,-0.024859138224694488,1,8.383940814484712
510050C2112A03800,2021-05-07 10:30:00,0.0889,510050C2112A03800,3.8,3.453146129,0.6150793650793651,1,2021-05-07,0.02,0.18212806961057112,0.23853271973009385,0.3041304765998284,-0.056404650119522726,1,14.418727721428333
510050C2105M04000,2021-05-07 10:30:00,0.0007,510050C2105M04000,4.0,3.453146129,0.051587301587301584,1,2021-05-07,0.02,0.2721219220082176,0.2464371407566652,0.009878540810642763,0.025684781251552408,-1,-100.0
510050C2109M03800,2021-05-07 10:30:00,0.052000000000000005,510050C2109M03800,3.8,3.453146129,0.37698412698412703,1,2021-05-07,0.02,0.1860388333547117,0.23040193685734645,0.23735799746569997,-0.044363103502634754,1,18.474939040193274
510050P2105M03800,2021-05-07 10:30:00,0.3473,510050P2105M03800,3.8,3.453146129,0.051587301587301584,0,2021-05-07,0.02,0.25357888627751995,0.2187949804050551,-0.9468618153853559,0.034783905872464854,-1,0.0
510050C2112A03700,2021-05-07 10:30:00,0.1146,510050C2112A03700,3.7,3.453146129,0.6150793650793651,1,2021-05-07,0.02,0.17952222445967062,0.22283387819954528,0.3697020645163845,-0.04331165373987467,1,11.861374211197605
510050P2109M03300,2021-05-07 10:30:00,0.1038,510050P2109M03300,3.3,3.453146129,0.37698412698412703,0,2021-05-07,0.02,0.2172664024649298,0.17514129914291796,-0.32158357593711917,0.04212510332201183,-1,0.0
510050P2105M03200,2021-05-07 10:30:00,0.0028,510050P2105M03200,3.2,3.453146129,0.051587301587301584,0,2021-05-07,0.02,0.20044876252840294,0.16574394727606045,-0.042925091714266284,0.03470481525234248,-1,0.0
510050P2112A03100,2021-05-07 10:30:00,0.084,510050P2112A03100,3.1,3.453146129,0.6150793650793651,0,2021-05-07,0.02,0.2244288850688619,0.19808655119342766,-0.22040469339628532,0.02634233387543425,-1,0.0
510050C2105M03300,2021-05-07 10:30:00,0.163,510050C2105M03300,3.3,3.453146129,0.051587301587301584,1,2021-05-07,0.02,0.1642449489700829,0.16392030292232668,0.8965849952856898,0.0003246460477562274,0,0.0
510050C2109M03100,2021-05-07 10:30:00,0.3756,510050C2109M03100,3.1,3.453146129,0.37698412698412703,1,2021-05-07,0.02,0.06469557112014694,0.1873952617469773,0.9982810686616718,-0.12269969062683035,1,4.392725327106588
510050C2105M03000,2021-05-07 10:30:00,0.4548,510050C2105M03000,3.0,3.453146129,0.051587301587301584,1,2021-05-07,0.02,0.20862829568197788,0.1842682657637754,0.9987116019820234,0.02436002991820249,-1,-100.0
510050C2105M03800,2021-05-07 10:30:00,0.0016,510050C2105M03800,3.8,3.453146129,0.051587301587301584,1,2021-05-07,0.02,0.21160583700671617,0.2187949804050551,0.025826658083004925,-0.007189143398338926,0,0.0
510050C2109M04100,2021-05-07 10:30:00,0.0207,510050C2109M04100,4.1,3.453146129,0.37698412698412703,1,2021-05-07,0.02,0.20356301594571433,0.2742284410425047,0.10547643635164977,-0.07066542509679039,1,41.574921238913916
510050P2109M03600,2021-05-07 10:30:00,0.2647,510050P2109M03600,3.6,3.453146129,0.37698412698412703,0,2021-05-07,0.02,0.23157159852353737,0.2007719498181691,-0.5670230737499165,0.030799648705368277,-1,0.0
510050C2112A03200,2021-05-07 10:30:00,0.3329,510050C2112A03200,3.2,3.453146129,0.6150793650793651,1,2021-05-07,0.02,0.13659657509775516,0.18808777361892684,0.8103215072755316,-0.05149119852117168,1,5.41164771576287
510050C2112A03900,2021-05-07 10:30:00,0.0696,510050C2112A03900,3.9,3.453146129,0.6150793650793651,1,2021-05-07,0.02,0.1858918506006584,0.25422448044626966,0.2490669190328374,-0.06833262984561125,1,17.60641096340461
510050P2112A03600,2021-05-07 10:30:00,0.3138,510050P2112A03600,3.6,3.453146129,0.6150793650793651,0,2021-05-07,0.02,0.23668886647470158,0.207795726655365,-0.5260241591038044,0.028893139819336583,-1,0.0
510050P2106M04200,2021-05-07 10:30:00,0.7451,510050P2106M04200,4.2,3.453146129,0.12698412698412698,0,2021-05-07,0.02,0.32662641780209384,0.27605216858612486,-0.9454452173633363,0.05057424921596898,-1,0.0
510050P2105M03600,2021-05-07 10:30:00,0.1591,510050P2105M03600,3.6,3.453146129,0.051587301587301584,0,2021-05-07,0.02,0.1986429798427368,0.19080117175107486,-0.8099405716087944,0.007841808091661934,0,0.0
510050P2105M03700,2021-05-07 10:30:00,0.2503,510050P2105M03700,3.7,3.453146129,0.051587301587301584,0,2021-05-07,0.02,0.22106452870272236,0.2046492564403032,-0.9081603720370623,0.01641527226241915,0,0.0
510050C2112A03300,2021-05-07 10:30:00,0.2793,510050C2112A03300,3.3,3.453146129,0.6150793650793651,1,2021-05-07,0.02,0.15707192578652565,0.18351210654706773,0.7018408837237566,-0.02644018076054208,1,6.24810357386811
510050C2109M03900,2021-05-07 10:30:00,0.0382,510050C2109M03900,3.9,3.453146129,0.37698412698412703,1,2021-05-07,0.02,0.19220413409297463,0.24538421386823786,0.1818644551898581,-0.053180079775263234,1,24.112323264616144
510050C2105M03600,2021-05-07 10:30:00,0.0125,510050C2105M03600,3.6,3.453146129,0.051587301587301584,1,2021-05-07,0.02,0.18177863801978864,0.19080117175107486,0.16774589737515666,-0.009022533731286225,0,0.0
510050C2112A03400,2021-05-07 10:30:00,0.2234,510050C2112A03400,3.4,3.453146129,0.6150793650793651,1,2021-05-07,0.02,0.16144188852101965,0.18589402645135092,0.6113985026470835,-0.02445213793033127,1,7.172367146624177
510050P2109M03100,2021-05-07 10:30:00,0.0451,510050P2109M03100,3.1,3.453146129,0.37698412698412703,0,2021-05-07,0.02,0.21477611868779242,0.1873952617469773,-0.17329780827549524,0.02738085694081513,-1,0.0
510050P2109M04200,2021-05-07 10:30:00,0.7745,510050P2109M04200,4.2,3.453146129,0.37698412698412703,0,2021-05-07,0.02,0.30635302884246896,0.2879406703759384,-0.817746009706721,0.018412358466530554,0,0.0
510050C2106M04400,2021-05-07 10:30:00,0.002,510050C2106M04400,4.4,3.453146129,0.12698412698412698,1,2021-05-07,0.02,0.3043907500147246,0.30061121568785004,0.015528557840048996,0.0037795343268745563,0,0.0
510050C2106M04200,2021-05-07 10:30:00,0.0026,510050C2106M04200,4.2,3.453146129,0.12698412698412698,1,2021-05-07,0.02,0.26367318437290793,0.27605216858612486,0.022223298399963603,-0.012378984213216926,0,0.0
510050P2109M03800,2021-05-07 10:30:00,0.4165,510050P2109M03800,3.8,3.453146129,0.37698412698412703,0,2021-05-07,0.02,0.2512882396780203,0.23040193685734645,-0.6894719195138495,0.02088630282067383,-1,0.0
510050P2112A03500,2021-05-07 10:30:00,0.2544,510050P2112A03500,3.5,3.453146129,0.6150793650793651,0,2021-05-07,0.02,0.2337701188033392,0.19474913491653947,-0.4660285262842373,0.039020983886799726,-1,0.0
510050P2112A03400,2021-05-07 10:30:00,0.2022,510050P2112A03400,3.4,3.453146129,0.6150793650793651,0,2021-05-07,0.02,0.231818124547865,0.18589402645135092,-0.4036626621848103,0.04592409809651407,-1,0.0
